cluster_id	category	chr	start	end	n_features	n_bystanders
C59	PF00067	super_32	709540	831942	3	7
C60	PF00067	super_35	2043139	2417590	5	13
C61	PF00067	super_362	1715	13921	2	0
C62	PF00067	super_42	996779	1038860	3	0
C63	PF00067	super_46	125071	139554	2	0
C64	PF00067	super_92	342814	560149	4	10
C65	PF00067	super_52	91045	395890	4	22
C66	PF00067	super_56	227830	459831	3	15
C67	PF00067	super_6	3270614	3307593	2	4
C68	PF00067	super_61	143961	176742	2	2
C69	PF00067	super_66	321451	637106	4	17
C70	PF00067	super_77	656779	871776	2	10
C71	PF00067	super_8	4388646	4510835	2	6
C72	PF00067	super_289	19118	214431	2	13
C73	PF00067	super_5	2880903	2953561	3	5
C74	PF00067	super_256	260410	309389	2	0
C75	PF00067	super_27	387126	495555	3	7
C76	PF00067	super_25	1683404	1738490	2	6
C77	PF00067	super_253	31231	98269	4	2
C78	PF00067	super_0	6987281	7004752	2	0
C79	PF00067	super_117	389662	401182	2	0
C80	PF00067	super_12	588355	604183	2	0
C81	PF00067	super_121	469949	731742	2	22
C82	PF00067	super_132	243835	360625	6	1
C83	PF00067	super_134	609679	806789	2	12
C84	PF00067	super_14	1926508	2039573	2	9
C85	PF00067	super_16	2399574	2411321	2	1
C86	PF00067	super_130	375069	404522	3	1
C87	PF00067	super_187	222981	421745	3	14
C88	PF00067	super_196	126540	266739	5	7
C89	PF00067	super_2	90081	226814	2	8
C90	PF00067	super_21	2558888	2648573	5	2
C91	PF00067	super_212	13402	26099	2	0
C92	PF00067	super_214	261748	336874	2	2
C93	PF00067	super_218	50815	71488	2	0
C94	PF00067	super_23	991594	1000637	2	0
C95	PF00067	super_167	184109	362388	6	8
C96	PF00069	super_403	11860	62103	2	3
C97	PF00069	super_414	9381	73714	2	2
C98	PF00069	super_44	416453	525414	2	12
C99	PF00069	super_45	1894174	2045145	2	10
C100	PF00069	super_49	767557	1010681	6	8
C101	PF00069	super_47	395496	548296	2	14
C102	PF00069	super_451	9197	30237	2	0
C103	PF00069	super_464	42523	50127	2	0
C104	PF00069	super_472	10633	40900	2	1
C105	PF00069	super_40	2279607	2369044	3	3
C106	PF00069	super_450	4495	17587	2	0
C107	PF00069	super_39	1628750	1824585	6	5
C108	PF00069	super_29	1771079	1787152	2	0
C109	PF00069	super_37	621786	683559	3	1
C110	PF00069	super_356	18212	114853	2	3
C111	PF00069	super_311	5447	80828	2	6
C112	PF00069	super_31	969297	1018076	2	2
C113	PF00069	super_30	336145	422302	2	5
C114	PF00069	super_3	4429733	4499511	2	5
C115	PF00069	super_3	3042834	3314185	2	18
C116	PF00069	super_29	2122326	2267272	2	10
C117	PF00069	super_50	536069	685746	2	11
C118	PF00069	super_287	49212	108617	2	8
C119	PF00069	super_28	1738225	1815159	2	2
C120	PF00069	super_27	1775892	1809449	2	4
C121	PF00069	super_26	2025343	2213429	2	16
C122	PF00069	super_376	4044	89255	3	4
C123	PF00069	super_53	1313825	1550359	2	18
C124	PF00069	super_64	1221456	1568865	3	23
C125	PF00069	super_54	66621	86561	2	1
C126	PF00069	super_258	5200	9100	2	0
C127	PF00069	super_99	931956	1162777	2	14
C128	PF00069	super_98	649036	1019416	3	30
C129	PF00069	super_91	370787	410813	2	2
C130	PF00069	super_90	1009461	1077056	2	3
C131	PF00069	super_90	8012	646626	4	58
C132	PF00069	super_87	218211	697577	4	36
C133	PF00069	super_86	937888	1135633	2	10
C134	PF00069	super_84	1349818	1407332	2	5
C135	PF00069	super_80	1332744	1482126	2	9
C136	PF00069	super_8	2355865	2678327	4	15
C137	PF00069	super_78	114682	254669	2	5
C138	PF00069	super_77	550856	854155	3	22
C139	PF00069	super_77	26735	106335	2	6
C140	PF00069	super_74	557660	819469	2	19
C141	PF00069	super_71	631919	699510	2	1
C142	PF00069	super_7	4554460	4951378	3	24
C143	PF00069	super_7	3130046	3208684	2	3
C144	PF00069	super_65	1214311	1410650	2	16
C145	PF00069	super_65	199670	231024	2	2
C146	PF00069	super_63	1440880	1549280	2	7
C147	PF00069	super_61	790411	1003479	4	14
C148	PF00069	super_6	3690174	3883285	2	12
C149	PF00069	super_6	1926800	2134813	2	5
C150	PF00069	super_59	912344	1020089	3	1
C151	PF00069	super_57	1065060	1344755	3	23
C152	PF00069	super_56	1342369	1595928	2	9
C153	PF00069	super_534	2	27245	2	1
C154	PF00069	super_245	32399	284497	6	13
C155	PF00069	super_109	622797	898558	2	22
C156	PF00069	super_24	38338	92902	2	0
C157	PF00069	super_137	38877	184605	2	7
C158	PF00069	super_134	346333	568077	2	15
C159	PF00069	super_24	429218	877395	4	21
C160	PF00069	super_131	129058	157385	2	1
C161	PF00069	super_130	672157	722475	2	0
C162	PF00069	super_13	2437777	2588014	2	8
C163	PF00069	super_123	868048	957122	2	7
C164	PF00069	super_12	2430633	2453557	2	0
C165	PF00069	super_117	177299	191618	2	0
C166	PF00069	super_115	680576	797961	2	9
C167	PF00069	super_109	86560	115184	2	0
C168	PF00069	super_105	1062069	1094786	3	1
C169	PF00069	super_14	218917	369840	2	11
C170	PF00069	super_103	553254	599279	3	1
C171	PF00069	super_10	1374297	1837481	4	38
C172	PF00069	super_1	4807302	4935139	2	5
C173	PF00069	super_1	3610367	3930604	3	20
C174	PF00069	super_1	2627571	2865470	3	7
C175	PF00069	super_1	70845	273841	2	13
C176	PF00069	super_0	11460426	11489099	2	2
C177	PF00069	super_0	9657577	9710004	2	5
C178	PF00069	super_0	8165328	8216969	2	2
C179	PF00069	super_0	6008385	6174994	4	3
C180	PF00069	super_0	2524583	2578162	2	3
C181	PF00069	super_0	663740	689042	2	2
C182	PF00069	super_0	281121	359468	2	4
C183	PF00069	super_100	947079	1054427	2	5
C184	PF00069	super_14	3642313	3869913	3	18
C185	PF00069	super_131	693394	913784	2	13
C186	PF00069	super_144	2215	27564	2	2
C187	PF00069	super_238	189659	318833	4	9
C188	PF00069	super_232	189405	214421	2	0
C189	PF00069	super_229	119717	385359	2	15
C190	PF00069	super_225	246370	285248	2	1
C191	PF00069	super_22	2282851	2561905	3	16
C192	PF00069	super_215	159122	327153	2	17
C193	PF00069	super_210	209605	446780	8	0
C194	PF00069	super_21	965444	1054356	2	5
C195	PF00069	super_209	244384	359309	3	9
C196	PF00069	super_141	214369	232210	2	1
C197	PF00069	super_20	74071	206662	2	6
C198	PF00069	super_2	3730359	4324914	4	35
C199	PF00069	super_19	535184	558084	2	1
C200	PF00069	super_207	196146	412831	3	14
C201	PF00069	super_181	374849	433781	4	3
C202	PF00069	super_146	340670	548611	7	13
C203	PF00069	super_187	206943	430901	2	19
C204	PF00069	super_15	628728	745206	2	14
C205	PF00069	super_15	2154987	2547385	3	20
C206	PF00069	super_150	612912	696326	2	3
C207	PF00069	super_16	3043226	3074631	2	0
C208	PF00069	super_148	652333	732067	4	5
C209	PF00069	super_17	1041451	1306210	4	15
C210	PF00069	super_171	285423	527935	2	16
C211	PF00069	super_172	236831	516911	2	16
C212	PF00069	super_18	903621	1124123	2	14
C213	PF00069	super_163	2338	199392	2	15
C214	PF00071	super_20	2612520	2693058	2	5
C215	PF00076	super_32	2204445	2422436	2	18
C216	PF00076	super_99	601299	658231	2	4
C217	PF00076	super_67	1215126	1465400	3	15
C218	PF00076	super_65	1302335	1317384	2	0
C219	PF00076	super_6	4032543	4256372	2	21
C220	PF00076	super_44	1707312	2014423	3	19
C221	PF00076	super_40	1386444	1705001	3	29
C222	PF00076	super_33	1590773	1673926	2	7
C223	PF00076	super_28	1336153	1345364	2	2
C224	PF00076	super_4	1568936	1616166	2	1
C225	PF00076	super_2	2905829	3114859	4	14
C226	PF00076	super_162	187478	528985	3	25
C227	PF00076	super_26	1579792	1586475	2	1
C228	PF00076	super_15	959569	1143341	2	10
C229	PF00076	super_145	24978	120293	2	7
C230	PF00076	super_13	928242	1110371	2	14
C231	PF00076	super_126	350822	788199	4	33
C232	PF00076	super_1	4201251	4225006	2	1
C233	PF00076	super_0	1578760	1821345	2	18
C234	PF00078	super_27	711170	772476	2	3
C235	PF00078	super_278	16505	46936	2	0
C236	PF00078	super_29	960670	1107818	2	13
C237	PF00078	super_304	77750	190689	3	3
C238	PF00078	super_319	1149	63078	2	1
C239	PF00078	super_337	17453	61815	3	2
C240	PF00078	super_50	1294774	1579908	3	11
C241	PF00078	super_8	3010768	3101673	2	2
C242	PF00078	super_62	906669	1186973	2	22
C243	PF00078	super_8	1942322	1957574	2	0
C244	PF00078	super_227	267397	341916	2	6
C245	PF00078	super_9	1328056	1338860	2	0
C246	PF00078	super_93	330146	486782	2	12
C247	PF00078	super_98	180363	437048	2	19
C248	PF00078	super_57	1619584	1685388	2	5
C249	PF00078	super_22	365928	839540	3	37
C250	PF00078	super_5	82169	255293	3	9
C251	PF00078	super_19	2810796	2822574	2	0
C252	PF00078	super_1	6710180	6719692	2	0
C253	PF00078	super_10	2495182	2507305	3	0
C254	PF00078	super_122	10235	271387	2	5
C255	PF00078	super_131	761458	812157	2	2
C256	PF00078	super_132	298139	409640	2	5
C257	PF00078	super_14	1858794	2078743	2	13
C258	PF00078	super_143	222173	317734	2	5
C259	PF00078	super_140	201535	235725	2	3
C260	PF00078	super_15	843855	884885	2	4
C261	PF00078	super_155	9242	36257	2	0
C262	PF00078	super_16	1308982	1426883	2	8
C263	PF00078	super_160	357055	369309	2	0
C264	PF00078	super_186	152201	495239	4	5
C265	PF00078	super_188	224231	279927	2	3
C266	PF00078	super_192	43112	199731	2	9
C267	PF00081	super_12	3775365	3813768	2	1
C268	PF00082	super_4	5421264	5435821	2	0
C269	PF00085	super_233	19341	158918	2	10
C270	PF00085	super_3	2963017	3150877	2	17
C271	PF00085	super_15	1701057	1922999	2	17
C272	PF00085	super_113	886623	1077950	2	9
C273	PF00085	super_126	298395	374769	2	6
C274	PF00091	super_0	1641091	1664174	3	0
C275	PF00091	super_161	152943	165878	2	0
C276	PF00091	super_35	1459105	1487079	3	0
C277	PF00097	super_307	173283	180197	2	0
C278	PF00098	super_25	2554490	2762935	2	12
C279	PF00098	super_282	39418	86386	3	3
C280	PF00098	super_3	2622637	2639584	2	1
C281	PF00098	super_3	3661461	3748750	2	4
C282	PF00098	super_34	2472832	2508611	3	1
C283	PF00098	super_386	87227	94679	2	0
C284	PF00098	super_62	906669	1183490	2	21
C285	PF00098	super_61	1801678	1809815	2	0
C286	PF00098	super_65	1061497	1358896	2	26
C287	PF00098	super_73	1045489	1055416	2	0
C288	PF00098	super_8	3627402	3772638	2	12
C289	PF00098	super_25	10765	31068	2	2
C290	PF00098	super_391	531	12922	2	0
C291	PF00098	super_241	101778	177994	4	3
C292	PF00098	super_118	878116	898960	2	1
C293	PF00098	super_205	208651	214157	2	0
C294	PF00098	super_1	6710180	6719692	2	0
C295	PF00098	super_107	113692	138752	2	2
C296	PF00098	super_23	1513701	1763443	2	19
C297	PF00098	super_119	663522	866621	3	10
C298	PF00098	super_132	403074	469842	2	2
C299	PF00098	super_13	439913	536277	2	2
C300	PF00098	super_158	346315	412773	3	3
C301	PF00098	super_175	7247	23887	2	1
C302	PF00098	super_185	1143	35899	5	1
C303	PF00098	super_188	203741	209441	2	0
C304	PF00098	super_19	2810796	2822574	2	0
C305	PF00098	super_147	453530	490469	3	1
C306	PF00106	super_2	4696018	4705294	2	0
C307	PF00106	super_591	2	15588	2	1
C308	PF00107	super_140	354068	376109	2	0
C309	PF00107	super_25	2817187	2824060	2	0
C310	PF00107	super_133	8096	105882	2	3
C311	PF00107	super_70	733645	786348	7	1
C312	PF00107	super_11	151257	168829	3	0
C313	PF00107	super_0	7023023	7058337	2	0
C314	PF00107	super_112	426770	479465	2	0
C315	PF00112	super_47	345444	433039	2	9
C316	PF00118	super_156	355560	431009	2	9
C317	PF00119	super_9	4517531	4539556	2	3
C318	PF00120	super_16	410972	429027	2	0
C319	PF00120	super_239	265269	283068	2	0
C320	PF00122	super_59	608960	870007	2	21
C321	PF00122	super_74	973999	1021040	2	0
C322	PF00125	super_297	81659	85353	2	0
C323	PF00134	super_156	629591	641178	2	2
C324	PF00139	super_311	5447	80828	2	6
C325	PF00139	super_210	193503	493758	9	1
C326	PF00139	super_126	887529	956722	3	5
C327	PF00139	super_181	374849	460251	4	5
C328	PF00140	super_150	218601	520753	2	16
C329	PF00141	super_2	690838	720417	3	1
C330	PF00141	super_7	1054291	1058442	2	0
C331	PF00141	super_68	968211	991802	2	0
C332	PF00141	super_4	633397	660571	2	0
C333	PF00141	super_3	4457878	4461502	2	0
C334	PF00141	super_277	31328	57729	2	1
C335	PF00141	super_75	760087	888936	3	7
C336	PF00141	super_19	1876086	1932250	2	0
C337	PF00141	super_2	2710827	2803728	3	2
C338	PF00141	super_154	654917	691116	6	0
C339	PF00141	super_0	2894229	2910611	2	0
C340	PF00141	super_11	1435180	1478411	2	1
C341	PF00141	super_11	2119662	2171026	2	0
C342	PF00141	super_157	550617	573475	2	0
C343	PF00141	super_132	678691	775108	5	3
C344	PF00141	super_140	206123	285474	3	5
C345	PF00141	super_116	813530	865460	2	2
C346	PF00149	super_142	294443	496621	2	12
C347	PF00149	super_3	255385	425305	2	18
C348	PF00149	super_4	5087472	5299650	2	21
C349	PF00149	super_46	82439	101146	2	0
C350	PF00153	super_96	1010355	1033933	2	2
C351	PF00153	super_7	3550381	3557877	2	0
C352	PF00153	super_46	376090	396559	2	1
C353	PF00153	super_43	1795595	1822007	2	1
C354	PF00153	super_3	819646	940720	2	6
C355	PF00153	super_228	300779	350051	2	3
C356	PF00153	super_215	298121	384607	2	6
C357	PF00153	super_213	180759	406499	2	15
C358	PF00153	super_26	2439129	2632341	2	13
C359	PF00153	super_190	438498	453554	2	2
C360	PF00160	super_0	3546048	3570812	2	0
C361	PF00163	super_102	630127	702828	2	9
C362	PF00164	super_16	2860375	2866037	2	0
C363	PF00168	super_67	992184	1319172	2	19
C364	PF00168	super_38	47313	236747	2	6
C365	PF00168	super_102	822603	876183	2	5
C366	PF00168	super_16	1844012	1992519	2	10
C367	PF00169	super_26	2265967	2579162	2	24
C368	PF00170	super_59	662022	688597	2	3
C369	PF00171	super_232	68421	96515	2	0
C370	PF00179	super_0	7550805	7632261	2	6
C371	PF00179	super_10	326854	419144	2	6
C372	PF00179	super_14	2810898	3016505	3	14
C373	PF00179	super_198	84377	366873	2	21
C374	PF00179	super_43	1912197	2134815	2	8
C375	PF00179	super_553	20791	22269	2	0
C376	PF00179	super_6	684330	706954	2	0
C377	PF00179	super_69	868134	1164878	2	13
C378	PF00179	super_9	3719258	3726896	2	0
C379	PF00182	super_74	1409884	1455306	2	1
C380	PF00182	super_68	831950	1025106	2	14
C381	PF00187	super_20	2859465	2947037	4	3
C382	PF00187	super_74	1409884	1455306	2	1
C383	PF00190	super_109	361615	391018	2	1
C384	PF00190	super_112	782247	790365	2	0
C385	PF00190	super_176	571957	611703	2	5
C386	PF00190	super_19	1314697	1364695	5	2
C387	PF00190	super_196	451536	458851	2	0
C388	PF00190	super_500	1326	21057	2	0
C389	PF00195	super_31	1592519	1632270	2	0
C390	PF00195	super_51	500975	534546	2	1
C391	PF00195	super_57	809967	854667	2	2
C392	PF00201	super_19	447029	478700	4	1
C393	PF00201	super_16	3630306	3672864	3	0
C394	PF00201	super_168	352065	376737	2	0
C395	PF00201	super_101	816654	918556	3	4
C396	PF00201	super_112	541471	561754	2	0
C397	PF00221	super_15	1755908	1795908	2	2
C398	PF00224	super_73	726217	794085	2	2
C399	PF00225	super_2	12814	115621	2	5
C400	PF00225	super_3	650082	924414	2	19
C401	PF00225	super_99	708788	741676	2	2
C402	PF00226	super_97	1006791	1028546	2	0
C403	PF00226	super_66	684062	931954	2	18
C404	PF00226	super_47	1194516	1598465	3	31
C405	PF00226	super_24	1077062	1111727	3	1
C406	PF00226	super_63	408831	494433	2	6
C407	PF00226	super_19	3203127	3264173	2	3
C408	PF00226	super_131	387406	656364	2	15
C409	PF00226	super_118	35981	96901	2	5
C410	PF00226	super_20	3037552	3177733	2	6
C411	PF00226	super_6	2851661	2860884	2	0
C412	PF00227	super_13	3586926	3599925	2	0
C413	PF00227	super_169	506564	509574	2	1
C414	PF00227	super_71	1011141	1126228	2	8
C415	PF00230	super_261	246023	262170	2	0
C416	PF00230	super_7	1501293	1738563	2	17
C417	PF00238	super_48	1627732	1769388	2	8
C418	PF00240	super_0	2553233	2562280	2	1
C419	PF00240	super_0	9291823	9308792	2	0
C420	PF00244	super_53	274015	361301	3	3
C421	PF00244	super_19	2218954	2292228	2	3
C422	PF00248	super_87	445444	461930	2	0
C423	PF00248	super_55	1005920	1054942	3	1
C424	PF00248	super_163	10368	42493	2	2
C425	PF00248	super_206	9502	167912	13	15
C426	PF00249	super_88	1288531	1350611	2	6
C427	PF00249	super_78	880642	946957	2	2
C428	PF00249	super_67	317223	418499	2	8
C429	PF00249	super_6	3956856	3982149	2	1
C430	PF00249	super_4	3488738	3519649	2	0
C431	PF00249	super_2	2495450	2635134	3	8
C432	PF00249	super_9	3256429	3356214	2	3
C433	PF00249	super_167	29239	93732	2	3
C434	PF00249	super_143	412634	556493	2	8
C435	PF00249	super_140	536327	564569	2	0
C436	PF00249	super_119	520657	726485	2	15
C437	PF00249	super_1	3740217	3804964	2	4
C438	PF00249	super_173	291588	316892	2	1
C439	PF00251	super_31	634086	685066	3	0
C440	PF00251	super_67	450978	489923	2	0
C441	PF00251	super_73	162406	270065	3	2
C442	PF00264	super_48	1803331	1837922	2	2
C443	PF00270	super_70	801224	1100568	2	15
C444	PF00270	super_22	1717090	1728804	2	0
C445	PF00270	super_20	569541	705714	2	12
C446	PF00270	super_102	783811	1066243	2	21
C447	PF00270	super_13	2344492	2356348	2	0
C448	PF00270	super_16	123746	165308	2	0
C449	PF00271	super_225	197395	388095	2	14
C450	PF00271	super_78	862909	1152691	2	17
C451	PF00271	super_70	801224	1100568	2	15
C452	PF00271	super_28	1357562	1537700	2	14
C453	PF00271	super_22	1717090	1728804	2	0
C454	PF00271	super_13	2344492	2356348	2	0
C455	PF00271	super_180	194362	291623	2	2
C456	PF00271	super_102	783811	1066243	2	21
C457	PF00271	super_13	906320	1008402	2	9
C458	PF00271	super_20	569541	705714	2	12
C459	PF00271	super_16	123746	165308	2	0
C460	PF00274	super_125	597592	626039	2	3
C461	PF00291	super_287	133576	251967	3	3
C462	PF00291	super_7	2660266	2668968	2	0
C463	PF00294	super_13	2603683	2748701	2	9
C464	PF00305	super_216	305098	322940	2	1
C465	PF00305	super_81	495065	542649	2	1
C466	PF00313	super_25	10765	31068	2	2
C467	PF00314	super_140	117686	168840	2	0
C468	PF00314	super_188	96249	118908	2	0
C469	PF00314	super_261	4555	54368	2	2
C470	PF00314	super_431	3141	51410	2	1
C471	PF00319	super_96	639787	711731	2	4
C472	PF00332	super_172	330526	376765	3	0
C473	PF00350	super_11	1677961	1710014	2	2
C474	PF00350	super_242	285398	308857	2	0
C475	PF00350	super_90	1261557	1284994	2	1
C476	PF00355	super_281	167595	244943	3	6
C477	PF00361	super_206	13502	118624	3	10
C478	PF00361	super_359	72381	77085	2	0
C479	PF00385	super_9	1335960	1478145	2	1
C480	PF00385	super_66	1171409	1318230	2	2
C481	PF00385	super_57	1619584	1685388	2	5
C482	PF00385	super_50	1294774	1579908	3	11
C483	PF00385	super_5	82169	255293	3	9
C484	PF00385	super_369	12614	66106	2	3
C485	PF00385	super_10	2499581	2507305	2	0
C486	PF00385	super_24	1329137	1344548	2	0
C487	PF00385	super_158	399022	456083	2	2
C488	PF00385	super_15	843855	884885	2	4
C489	PF00385	super_140	231406	323183	2	5
C490	PF00385	super_337	27380	129591	3	4
C491	PF00400	super_4	5105093	5185244	2	7
C492	PF00400	super_80	1214802	1314189	2	6
C493	PF00400	super_7	1625105	1906048	2	14
C494	PF00400	super_6	4378902	4558140	2	7
C495	PF00400	super_6	3525200	3854823	3	23
C496	PF00400	super_6	2591418	2897098	2	23
C497	PF00400	super_56	1483633	1497429	2	0
C498	PF00400	super_54	457644	561677	2	7
C499	PF00400	super_51	774546	812900	2	3
C500	PF00400	super_4	1842876	1897028	2	6
C501	PF00400	super_97	232738	381022	2	13
C502	PF00400	super_28	1247243	1396796	2	16
C503	PF00400	super_377	21378	66798	2	3
C504	PF00400	super_0	8157936	8177081	2	2
C505	PF00400	super_121	598734	703964	2	11
C506	PF00400	super_124	382220	393491	2	0
C507	PF00400	super_0	10355648	10588179	3	19
C508	PF00400	super_181	1913	101303	3	9
C509	PF00400	super_182	97850	283494	2	5
C510	PF00400	super_2	2651588	3290123	4	40
C511	PF00400	super_28	214258	377440	2	10
C512	PF00400	super_125	93883	396788	2	18
C513	PF00403	super_6	5115257	5192402	3	0
C514	PF00403	super_9	1765185	1780328	2	0
C515	PF00403	super_8	3030748	3141516	4	1
C516	PF00403	super_7	4598361	4769403	4	8
C517	PF00403	super_60	1460193	1475923	2	0
C518	PF00403	super_6	2248098	2421540	2	13
C519	PF00403	super_251	162336	217400	3	3
C520	PF00403	super_31	2061280	2153928	4	0
C521	PF00403	super_218	238199	249103	2	1
C522	PF00403	super_15	1035824	1292574	2	16
C523	PF00403	super_119	392651	399332	2	0
C524	PF00403	super_10	3610097	4219300	11	18
C525	PF00403	super_44	1410892	1656012	2	21
C526	PF00407	super_671	4	8161	2	0
C527	PF00407	super_10	937572	1090088	6	8
C528	PF00407	super_3	4388	17304	2	0
C529	PF00407	super_3	709930	772468	4	0
C530	PF00407	super_327	20716	30553	2	0
C531	PF00407	super_34	1187880	1193940	2	0
C532	PF00412	super_68	1056314	1314835	2	17
C533	PF00450	super_7	289437	319628	2	0
C534	PF00462	super_122	365554	413779	3	0
C535	PF00462	super_52	807740	859792	2	0
C536	PF00462	super_93	507751	550563	2	0
C537	PF00464	super_3	2398497	2416087	2	1
C538	PF00466	super_96	459580	589139	2	5
C539	PF00467	super_85	213095	307421	2	6
C540	PF00481	super_322	143231	160656	2	0
C541	PF00481	super_67	1737	80051	6	3
C542	PF00487	super_27	163882	182557	2	0
C543	PF00498	super_26	440239	697944	2	17
C544	PF00501	super_179	469266	561612	2	6
C545	PF00501	super_20	646099	730020	2	9
C546	PF00501	super_78	207910	231694	2	0
C547	PF00504	super_83	774359	788799	2	0
C548	PF00504	super_64	296556	301498	2	0
C549	PF00504	super_294	197564	207753	2	0
C550	PF00504	super_38	1440101	1449374	2	0
C551	PF00505	super_231	65074	75126	2	1
C552	PF00505	super_55	1308433	1332680	2	0
C553	PF00507	super_9	4557047	4561220	2	0
C554	PF00514	super_152	335739	538190	2	16
C555	PF00514	super_26	2188550	2239722	3	1
C556	PF00514	super_3	673662	888396	2	16
C557	PF00515	super_46	82439	101146	2	0
C558	PF00515	super_77	1347309	1395005	2	1
C559	PF00533	super_150	231261	276175	2	2
C560	PF00534	super_9	281827	368568	2	6
C561	PF00538	super_11	1584235	1675145	2	2
C562	PF00538	super_167	488328	536215	4	0
C563	PF00538	super_192	370505	394405	3	0
C564	PF00544	super_5	3348131	3369476	2	0
C565	PF00550	super_10	1220541	1227141	2	2
C566	PF00557	super_240	254989	289726	2	2
C567	PF00560	super_11	2340319	2371552	2	0
C568	PF00560	super_91	467446	667070	2	19
C569	PF00560	super_83	1136125	1281451	2	10
C570	PF00560	super_43	327813	366442	2	5
C571	PF00560	super_40	2287280	2376819	2	4
C572	PF00560	super_293	183651	206706	2	0
C573	PF00560	super_283	15240	39031	2	0
C574	PF00560	super_148	681452	732067	2	4
C575	PF00560	super_2	3825333	4125858	2	14
C576	PF00560	super_19	2753086	2875360	2	10
C577	PF00560	super_189	137108	149792	2	0
C578	PF00560	super_17	867641	1301504	5	17
C579	PF00560	super_245	32399	168178	2	9
C580	PF00561	super_147	232469	325457	2	5
C581	PF00561	super_42	712686	783050	2	3
C582	PF00565	super_115	945460	962139	2	0
C583	PF00571	super_156	416929	451438	2	3
C584	PF00571	super_38	1720833	1880835	2	7
C585	PF00574	super_136	737680	801268	2	3
C586	PF00575	super_180	194362	291623	2	2
C587	PF00578	super_118	68958	129040	2	4
C588	PF00583	super_56	303032	313220	2	0
C589	PF00588	super_416	21	72316	2	1
C590	PF00622	super_32	836203	912549	2	1
C591	PF00628	super_122	601542	706638	2	7
C592	PF00628	super_134	501860	584409	2	4
C593	PF00628	super_137	266067	568185	2	24
C594	PF00628	super_33	2000677	2272181	2	23
C595	PF00632	super_2	3173626	3458817	2	18
C596	PF00638	super_5	3910127	3979432	2	2
C597	PF00641	super_28	1336153	1345364	2	2
C598	PF00642	super_145	24978	152293	2	12
C599	PF00642	super_18	208451	491093	2	30
C600	PF00642	super_2	754	297579	2	20
C601	PF00642	super_64	308538	459138	2	15
C602	PF00646	super_13	2950664	3102113	2	9
C603	PF00646	super_11	3191393	3584560	3	29
C604	PF00646	super_114	163781	298869	2	6
C605	PF00650	super_89	875949	1002299	2	9
C606	PF00651	super_1	470925	666730	3	17
C607	PF00651	super_94	503182	711216	2	12
C608	PF00657	super_83	195882	267537	4	2
C609	PF00657	super_221	384182	392488	2	0
C610	PF00657	super_5	3419568	3477506	3	3
C611	PF00657	super_7	3080573	3089290	2	1
